Id,OrderId,ItemId
8b1194a5-446b-4db8-8839-1e574db1f8e5,287a415d-3c9e-4d9e-8f9d-69c748adbfb1,9b8d69a9-8958-459f-b4c6-33a1704bf094
118dc5d0-c8f5-404d-a67c-ff6bf520d6b6,08eca5d1-7d73-4560-907a-baf3e1e58ff2,10a05313-ce4c-446c-a583-22f7d1734b25
da21665f-69e9-4fc6-8561-d52d6b3aeb80,287a415d-3c9e-4d9e-8f9d-69c748adbfb1,7eded4f1-3340-4acb-a67d-c1323e5ca548
d22469a4-c948-4313-8f9a-1bea328460a4,79efa874-9b46-43c6-bd18-20cd0c273b60,1470334d-3e7b-4c8c-a4e5-2bd5d62cdbc4
da6104d8-04a3-4064-90d1-ea6444458ee1,aca3883a-ff73-473d-90f5-1e8a4bcaa763,d31feaab-5a30-4974-8473-02735dc64eef
721e770c-c216-4335-8603-7c82d1b2624d,97c4f6df-a0d1-43d7-a645-363b2f2cc073,a6f5ccd4-0102-4882-a5d1-9858fa0d6116
418708bc-f316-43ba-b0ea-816e4fb3dc3a,08eca5d1-7d73-4560-907a-baf3e1e58ff2,10a05313-ce4c-446c-a583-22f7d1734b25
1b2c0fe8-d726-4e63-be39-43aaca9fb925,08eca5d1-7d73-4560-907a-baf3e1e58ff2,1470334d-3e7b-4c8c-a4e5-2bd5d62cdbc4
611785ad-6414-41a0-ae34-6774a6a49a1e,c598689e-6869-4935-918e-3a3cd4f3825e,10a05313-ce4c-446c-a583-22f7d1734b25
e6b59c3d-86aa-4206-b49d-2ed566f8d349,aca3883a-ff73-473d-90f5-1e8a4bcaa763,10a05313-ce4c-446c-a583-22f7d1734b25
54213e17-b5d6-4c42-b1f5-719c70a9811f,08eca5d1-7d73-4560-907a-baf3e1e58ff2,e4665bbf-1bef-4833-b52e-fb72010ff0b0
